"final_result","T0","T1","T2","T3","T4","T5","T6","T7","T8","T9","id1"
1,30.0,54.0,43.0,23.0,18.0,28.0,18.0,40.0,88.0,1.0,2827
0,24.0,145.0,209.0,66.0,46.0,48.0,1.0,2.0,5.0,0.0,2828
0,14.0,91.0,0.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,2829
1,122.0,99.0,160.0,57.0,169.0,198.0,106.0,60.0,76.0,107.0,2830
1,574.0,2193.0,2538.0,783.0,991.0,733.0,979.0,757.0,1209.0,664.0,2831
1,12.0,261.0,289.0,51.0,77.0,205.0,30.0,323.0,189.0,1.0,2832
0,2.0,1.0,5.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,2833
1,0.0,23.0,41.0,76.0,18.0,14.0,24.0,17.0,1.0,0.0,2834
0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2835
0,3.0,680.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2836
1,94.0,649.0,494.0,200.0,123.0,155.0,410.0,195.0,560.0,254.0,2837
1,0.0,197.0,75.0,132.0,105.0,235.0,186.0,182.0,237.0,0.0,2838
1,0.0,7.0,130.0,14.0,24.0,77.0,0.0,65.0,45.0,0.0,2839
1,95.0,186.0,116.0,10.0,46.0,28.0,33.0,26.0,2.0,1.0,2840
0,1.0,29.0,83.0,49.0,256.0,28.0,0.0,0.0,0.0,2.0,2841
1,0.0,0.0,25.0,0.0,60.0,21.0,9.0,52.0,18.0,0.0,2842
1,19.0,60.0,92.0,7.0,40.0,3.0,0.0,48.0,17.0,0.0,2843
1,0.0,151.0,149.0,62.0,341.0,172.0,196.0,62.0,90.0,7.0,2844
1,4.0,7.0,26.0,35.0,63.0,26.0,8.0,22.0,11.0,0.0,2845
1,525.0,1530.0,357.0,135.0,531.0,206.0,303.0,303.0,296.0,184.0,2846
0,79.0,18.0,21.0,46.0,72.0,59.0,19.0,28.0,6.0,8.0,2847
1,122.0,349.0,328.0,172.0,160.0,170.0,126.0,71.0,124.0,0.0,2848
0,0.0,39.0,25.0,16.0,19.0,0.0,34.0,0.0,0.0,0.0,2849
1,30.0,316.0,381.0,191.0,92.0,109.0,182.0,129.0,60.0,0.0,2850
1,23.0,230.0,86.0,171.0,88.0,266.0,307.0,129.0,307.0,0.0,2851
0,15.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2852
1,0.0,156.0,5.0,0.0,151.0,104.0,2.0,0.0,0.0,0.0,2853
0,52.0,202.0,70.0,48.0,36.0,28.0,49.0,49.0,18.0,23.0,2854
1,297.0,171.0,406.0,269.0,268.0,510.0,426.0,474.0,313.0,13.0,2855
0,0.0,118.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2856
1,0.0,227.0,210.0,216.0,197.0,187.0,70.0,79.0,182.0,0.0,2857
1,0.0,188.0,126.0,48.0,35.0,70.0,92.0,52.0,119.0,0.0,2858
0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2859
0,16.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2860
1,13.0,60.0,112.0,40.0,44.0,17.0,31.0,54.0,14.0,0.0,2861
1,56.0,334.0,320.0,53.0,303.0,157.0,267.0,154.0,133.0,54.0,2862
1,365.0,463.0,236.0,179.0,601.0,301.0,229.0,285.0,383.0,300.0,2863
0,0.0,10.0,38.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2864
1,51.0,133.0,131.0,85.0,125.0,71.0,318.0,146.0,32.0,0.0,2865
0,22.0,46.0,26.0,52.0,44.0,0.0,1.0,43.0,5.0,0.0,2866
1,29.0,147.0,137.0,39.0,180.0,184.0,96.0,0.0,47.0,0.0,2867
1,0.0,156.0,27.0,28.0,38.0,43.0,32.0,91.0,40.0,0.0,2868
1,121.0,131.0,79.0,294.0,185.0,103.0,212.0,100.0,52.0,0.0,2869
1,0.0,123.0,130.0,79.0,158.0,117.0,70.0,13.0,45.0,0.0,2870
1,29.0,247.0,149.0,66.0,401.0,164.0,79.0,249.0,313.0,25.0,2871
1,23.0,475.0,211.0,29.0,53.0,110.0,143.0,143.0,67.0,16.0,2872
1,14.0,100.0,82.0,75.0,29.0,30.0,44.0,66.0,6.0,0.0,2873
1,12.0,48.0,146.0,57.0,373.0,208.0,146.0,75.0,124.0,0.0,2874
1,164.0,212.0,97.0,46.0,24.0,52.0,26.0,41.0,0.0,0.0,2875
1,0.0,152.0,160.0,212.0,55.0,88.0,120.0,29.0,63.0,0.0,2876
1,281.0,268.0,225.0,149.0,123.0,495.0,370.0,541.0,356.0,2.0,2877
0,2.0,357.0,91.0,17.0,208.0,273.0,159.0,48.0,4.0,0.0,2878
1,74.0,121.0,131.0,88.0,45.0,66.0,64.0,89.0,25.0,0.0,2879
0,21.0,41.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880
0,67.0,132.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2881
1,71.0,345.0,175.0,78.0,431.0,406.0,198.0,515.0,719.0,1.0,2882
0,3.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2883
0,100.0,80.0,34.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2884
1,69.0,149.0,156.0,2.0,84.0,118.0,187.0,17.0,3.0,0.0,2885
1,0.0,14.0,20.0,32.0,13.0,13.0,40.0,22.0,1.0,0.0,2886
0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2887
1,0.0,77.0,141.0,38.0,193.0,4.0,55.0,54.0,44.0,0.0,2888
1,35.0,76.0,93.0,43.0,23.0,102.0,48.0,256.0,106.0,0.0,2889
1,0.0,155.0,195.0,128.0,94.0,54.0,160.0,90.0,1369.0,0.0,2890
1,12.0,113.0,61.0,52.0,29.0,63.0,45.0,147.0,9.0,0.0,2891
1,66.0,222.0,153.0,69.0,368.0,219.0,386.0,152.0,42.0,0.0,2892
0,14.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2893
1,3.0,26.0,47.0,0.0,59.0,36.0,59.0,70.0,70.0,0.0,2894
1,20.0,19.0,33.0,1.0,67.0,14.0,0.0,19.0,101.0,0.0,2895
1,0.0,38.0,2.0,23.0,109.0,146.0,99.0,108.0,0.0,0.0,2896
0,16.0,169.0,192.0,84.0,50.0,115.0,25.0,78.0,36.0,0.0,2897
1,52.0,149.0,31.0,55.0,11.0,18.0,57.0,71.0,81.0,37.0,2898
1,7.0,35.0,112.0,24.0,127.0,133.0,46.0,105.0,89.0,5.0,2899
1,90.0,249.0,137.0,300.0,79.0,283.0,236.0,197.0,179.0,0.0,2900
0,5.0,159.0,27.0,56.0,28.0,0.0,0.0,0.0,0.0,0.0,2901
1,10.0,102.0,165.0,92.0,534.0,353.0,158.0,418.0,264.0,3.0,2902
1,0.0,11.0,35.0,122.0,27.0,42.0,49.0,22.0,0.0,0.0,2903
1,38.0,72.0,120.0,69.0,73.0,21.0,50.0,55.0,1.0,40.0,2904
1,18.0,72.0,10.0,0.0,46.0,6.0,23.0,39.0,7.0,20.0,2905
0,22.0,65.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2906
0,0.0,128.0,193.0,219.0,85.0,1.0,0.0,0.0,0.0,0.0,2907
1,36.0,173.0,270.0,230.0,188.0,158.0,224.0,148.0,80.0,0.0,2908
1,4.0,67.0,75.0,31.0,74.0,73.0,241.0,103.0,278.0,1.0,2909
0,0.0,365.0,211.0,70.0,15.0,36.0,16.0,27.0,0.0,0.0,2910
0,0.0,114.0,152.0,11.0,46.0,30.0,0.0,23.0,0.0,0.0,2911
1,52.0,250.0,268.0,103.0,341.0,442.0,371.0,380.0,332.0,7.0,2912
1,14.0,131.0,91.0,46.0,51.0,86.0,13.0,159.0,11.0,0.0,2913
1,0.0,66.0,32.0,0.0,1.0,16.0,35.0,21.0,0.0,4.0,2914
1,45.0,156.0,93.0,62.0,297.0,530.0,183.0,276.0,353.0,0.0,2915
0,0.0,153.0,215.0,37.0,405.0,299.0,381.0,264.0,362.0,0.0,2916
1,41.0,162.0,132.0,151.0,277.0,134.0,75.0,31.0,67.0,0.0,2917
1,156.0,437.0,327.0,305.0,295.0,407.0,278.0,280.0,572.0,10.0,2918
1,78.0,1215.0,594.0,370.0,261.0,163.0,127.0,120.0,34.0,0.0,2919
1,33.0,198.0,204.0,62.0,491.0,132.0,88.0,144.0,104.0,0.0,2920
1,105.0,228.0,290.0,57.0,220.0,60.0,77.0,50.0,36.0,0.0,2921
1,75.0,13.0,34.0,3.0,28.0,3.0,32.0,2.0,41.0,6.0,2922
1,9.0,1.0,23.0,64.0,67.0,23.0,56.0,57.0,51.0,7.0,2923
1,26.0,255.0,316.0,59.0,187.0,63.0,4.0,117.0,9.0,10.0,2924
0,0.0,3.0,1.0,0.0,14.0,14.0,5.0,1.0,1.0,1.0,2925
1,2.0,79.0,114.0,7.0,46.0,117.0,12.0,92.0,61.0,0.0,2926
1,15.0,121.0,41.0,99.0,112.0,58.0,78.0,35.0,10.0,0.0,2927
0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2928
1,30.0,87.0,60.0,31.0,55.0,34.0,23.0,37.0,5.0,0.0,2929
0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2930
1,26.0,47.0,38.0,19.0,24.0,23.0,49.0,31.0,5.0,0.0,2931
0,60.0,126.0,169.0,137.0,92.0,0.0,55.0,2.0,5.0,0.0,2932
0,50.0,44.0,49.0,46.0,5.0,10.0,11.0,0.0,1.0,0.0,2933
0,17.0,89.0,63.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2934
0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2935
1,0.0,181.0,133.0,79.0,161.0,85.0,101.0,43.0,18.0,0.0,2936
1,2.0,105.0,127.0,54.0,397.0,464.0,97.0,198.0,466.0,0.0,2937
0,28.0,101.0,76.0,0.0,57.0,23.0,97.0,47.0,11.0,0.0,2938
1,0.0,271.0,201.0,26.0,24.0,96.0,16.0,64.0,59.0,0.0,2939
1,37.0,244.0,155.0,98.0,64.0,52.0,42.0,180.0,43.0,0.0,2940
1,141.0,174.0,9.0,6.0,36.0,127.0,29.0,66.0,68.0,4.0,2941
1,0.0,114.0,22.0,20.0,21.0,13.0,16.0,17.0,9.0,0.0,2942
0,116.0,127.0,62.0,22.0,28.0,30.0,14.0,36.0,22.0,0.0,2943
1,103.0,177.0,65.0,4.0,32.0,66.0,130.0,34.0,60.0,2.0,2944
1,0.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2945
1,152.0,60.0,152.0,39.0,115.0,87.0,65.0,53.0,347.0,0.0,2946
1,44.0,73.0,221.0,41.0,36.0,61.0,39.0,47.0,74.0,12.0,2947
1,13.0,145.0,186.0,110.0,141.0,119.0,103.0,145.0,457.0,0.0,2948
1,183.0,729.0,314.0,225.0,150.0,144.0,162.0,83.0,29.0,8.0,2949
1,57.0,149.0,249.0,45.0,273.0,406.0,394.0,439.0,710.0,0.0,2950
1,34.0,159.0,140.0,234.0,195.0,126.0,77.0,91.0,29.0,0.0,2951
0,0.0,46.0,29.0,12.0,38.0,17.0,46.0,13.0,16.0,0.0,2952
1,39.0,280.0,260.0,203.0,80.0,94.0,126.0,39.0,36.0,0.0,2953
1,0.0,143.0,55.0,31.0,15.0,48.0,0.0,23.0,0.0,0.0,2954
1,17.0,42.0,65.0,56.0,189.0,140.0,34.0,219.0,92.0,7.0,2955
1,51.0,244.0,150.0,39.0,83.0,57.0,81.0,78.0,49.0,24.0,2956
1,84.0,162.0,100.0,126.0,113.0,53.0,71.0,81.0,16.0,0.0,2957
1,38.0,108.0,165.0,41.0,128.0,129.0,192.0,135.0,122.0,0.0,2958
1,113.0,173.0,97.0,174.0,108.0,238.0,14.0,100.0,427.0,13.0,2959
1,20.0,83.0,178.0,42.0,58.0,45.0,70.0,87.0,10.0,19.0,2960
1,14.0,147.0,64.0,42.0,38.0,6.0,88.0,88.0,1.0,0.0,2961
0,33.0,161.0,195.0,99.0,33.0,67.0,160.0,22.0,9.0,0.0,2962
1,24.0,86.0,65.0,32.0,42.0,18.0,27.0,20.0,3.0,0.0,2963
0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2964
0,18.0,28.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2965
1,27.0,239.0,99.0,50.0,26.0,16.0,38.0,21.0,20.0,0.0,2966
1,61.0,193.0,52.0,156.0,138.0,105.0,78.0,125.0,54.0,0.0,2967
1,53.0,74.0,292.0,143.0,347.0,125.0,203.0,87.0,2.0,0.0,2968
0,15.0,332.0,279.0,120.0,64.0,14.0,30.0,4.0,0.0,0.0,2969
0,0.0,6.0,77.0,0.0,172.0,128.0,56.0,164.0,69.0,0.0,2970
1,0.0,47.0,40.0,3.0,43.0,22.0,73.0,21.0,58.0,1.0,2971
1,21.0,377.0,337.0,582.0,226.0,292.0,187.0,53.0,72.0,0.0,2972
1,137.0,215.0,134.0,177.0,349.0,444.0,299.0,162.0,206.0,0.0,2973
0,31.0,195.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2974
0,75.0,139.0,25.0,84.0,48.0,14.0,1.0,0.0,0.0,0.0,2975
1,16.0,387.0,124.0,76.0,589.0,182.0,230.0,349.0,199.0,0.0,2976
1,175.0,362.0,187.0,104.0,240.0,460.0,314.0,26.0,655.0,9.0,2977
1,0.0,19.0,35.0,54.0,15.0,64.0,57.0,78.0,7.0,1.0,2978
1,12.0,50.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2979
1,1.0,21.0,39.0,73.0,15.0,68.0,29.0,61.0,1.0,1.0,2980
0,23.0,237.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2981
1,0.0,1.0,40.0,43.0,7.0,2.0,55.0,27.0,24.0,0.0,2982
1,0.0,55.0,26.0,118.0,115.0,75.0,13.0,80.0,13.0,0.0,2983
0,35.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2984
0,15.0,85.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2985
1,1.0,27.0,43.0,39.0,50.0,89.0,113.0,163.0,27.0,0.0,2986
0,0.0,106.0,188.0,87.0,130.0,103.0,129.0,0.0,0.0,0.0,2987
1,1.0,444.0,433.0,39.0,280.0,53.0,53.0,32.0,57.0,12.0,2988
1,5.0,52.0,36.0,42.0,78.0,33.0,40.0,5.0,4.0,0.0,2989
1,165.0,182.0,254.0,270.0,127.0,34.0,297.0,236.0,326.0,74.0,2990
0,0.0,40.0,44.0,0.0,21.0,3.0,47.0,0.0,0.0,0.0,2991
1,13.0,96.0,93.0,64.0,75.0,47.0,2.0,44.0,16.0,0.0,2992
1,46.0,64.0,160.0,0.0,144.0,206.0,29.0,90.0,0.0,0.0,2993
1,19.0,25.0,26.0,57.0,89.0,69.0,95.0,99.0,119.0,0.0,2994
0,56.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2995
1,8.0,57.0,34.0,7.0,16.0,73.0,56.0,94.0,45.0,1.0,2996
1,72.0,510.0,508.0,276.0,369.0,183.0,168.0,48.0,71.0,0.0,2997
1,58.0,62.0,47.0,67.0,42.0,70.0,51.0,57.0,48.0,0.0,2998
1,0.0,159.0,261.0,1.0,77.0,29.0,101.0,26.0,57.0,23.0,2999
1,149.0,203.0,320.0,103.0,307.0,445.0,163.0,494.0,327.0,6.0,3000
1,342.0,483.0,213.0,125.0,59.0,73.0,36.0,22.0,58.0,0.0,3001
1,101.0,350.0,290.0,655.0,237.0,147.0,172.0,115.0,20.0,0.0,3002
1,120.0,169.0,212.0,145.0,144.0,72.0,138.0,147.0,141.0,153.0,3003
1,0.0,516.0,360.0,96.0,3141.0,413.0,366.0,109.0,227.0,5.0,3004
1,36.0,24.0,18.0,21.0,56.0,2.0,42.0,30.0,101.0,0.0,3005
1,540.0,1951.0,834.0,755.0,391.0,247.0,207.0,91.0,87.0,0.0,3006
0,0.0,75.0,39.0,19.0,0.0,30.0,28.0,28.0,20.0,0.0,3007
1,10.0,21.0,40.0,0.0,20.0,28.0,18.0,26.0,0.0,0.0,3008
1,0.0,175.0,228.0,138.0,1.0,14.0,310.0,0.0,118.0,0.0,3009
1,0.0,22.0,47.0,0.0,45.0,5.0,35.0,13.0,0.0,0.0,3010
1,0.0,16.0,0.0,35.0,15.0,36.0,0.0,35.0,219.0,0.0,3011
0,55.0,319.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3012
1,8.0,151.0,153.0,87.0,398.0,348.0,575.0,315.0,577.0,101.0,3013
1,45.0,111.0,154.0,111.0,51.0,42.0,114.0,62.0,91.0,0.0,3014
1,34.0,273.0,379.0,90.0,109.0,222.0,202.0,183.0,43.0,13.0,3015
1,0.0,0.0,45.0,0.0,5.0,0.0,76.0,25.0,8.0,0.0,3016
0,0.0,48.0,87.0,23.0,65.0,0.0,0.0,23.0,0.0,0.0,3017
1,60.0,145.0,134.0,18.0,65.0,45.0,62.0,92.0,9.0,43.0,3018
0,7.0,23.0,72.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,3019
0,89.0,95.0,193.0,125.0,205.0,152.0,0.0,0.0,0.0,0.0,3020
1,14.0,105.0,145.0,10.0,6.0,98.0,0.0,37.0,84.0,0.0,3021
1,145.0,247.0,269.0,198.0,198.0,328.0,159.0,100.0,86.0,0.0,3022
1,5.0,0.0,57.0,21.0,29.0,39.0,28.0,6.0,9.0,0.0,3023
0,0.0,142.0,79.0,82.0,91.0,59.0,0.0,0.0,0.0,0.0,3024
1,180.0,159.0,100.0,15.0,192.0,268.0,262.0,117.0,41.0,0.0,3025
1,21.0,20.0,27.0,0.0,43.0,25.0,17.0,14.0,0.0,2.0,3026
1,74.0,774.0,1256.0,1411.0,1206.0,368.0,751.0,469.0,454.0,0.0,3027
0,9.0,64.0,85.0,76.0,5.0,0.0,0.0,0.0,0.0,0.0,3028
0,167.0,557.0,1324.0,595.0,1118.0,899.0,963.0,689.0,698.0,185.0,3029
1,42.0,161.0,135.0,92.0,65.0,88.0,166.0,156.0,104.0,0.0,3030
1,67.0,114.0,58.0,25.0,20.0,72.0,70.0,34.0,17.0,6.0,3031
1,1.0,20.0,129.0,30.0,0.0,10.0,27.0,49.0,0.0,0.0,3032
1,130.0,203.0,291.0,90.0,487.0,246.0,309.0,231.0,398.0,7.0,3033
1,8.0,219.0,392.0,277.0,96.0,474.0,349.0,143.0,116.0,0.0,3034
0,0.0,45.0,15.0,17.0,25.0,0.0,0.0,0.0,0.0,0.0,3035
0,42.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3036
1,0.0,46.0,219.0,31.0,19.0,46.0,31.0,0.0,19.0,5.0,3037
1,208.0,508.0,289.0,399.0,236.0,291.0,151.0,208.0,106.0,0.0,3038
0,65.0,480.0,70.0,17.0,34.0,49.0,47.0,0.0,0.0,0.0,3039
1,14.0,158.0,184.0,64.0,178.0,314.0,189.0,71.0,51.0,0.0,3040
1,44.0,50.0,53.0,1.0,71.0,4.0,3.0,1.0,3.0,1.0,3041
1,2.0,174.0,167.0,24.0,69.0,36.0,68.0,59.0,50.0,5.0,3042
0,7.0,72.0,531.0,105.0,44.0,65.0,135.0,92.0,0.0,0.0,3043
0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3044
0,0.0,98.0,108.0,69.0,71.0,6.0,0.0,0.0,0.0,0.0,3045
1,36.0,326.0,55.0,75.0,8.0,41.0,57.0,7.0,7.0,0.0,3046
1,21.0,211.0,59.0,82.0,144.0,141.0,135.0,28.0,93.0,18.0,3047
0,87.0,61.0,187.0,1.0,24.0,39.0,21.0,31.0,3.0,0.0,3048
1,50.0,237.0,299.0,187.0,157.0,133.0,205.0,81.0,75.0,0.0,3049
0,0.0,26.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3050
0,21.0,29.0,48.0,27.0,47.0,51.0,8.0,44.0,42.0,0.0,3051
1,1.0,137.0,66.0,45.0,44.0,1.0,47.0,0.0,0.0,0.0,3052
0,161.0,32.0,54.0,38.0,291.0,36.0,25.0,0.0,0.0,0.0,3053
0,1328.0,899.0,323.0,219.0,228.0,274.0,208.0,64.0,7.0,0.0,3054
0,0.0,477.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3055
0,0.0,1.0,62.0,22.0,18.0,18.0,0.0,0.0,0.0,0.0,3056
1,0.0,194.0,116.0,16.0,31.0,220.0,8.0,11.0,17.0,5.0,3057
1,76.0,546.0,176.0,326.0,285.0,463.0,312.0,215.0,218.0,42.0,3058
0,25.0,42.0,55.0,33.0,0.0,17.0,39.0,3.0,0.0,0.0,3059
0,0.0,0.0,21.0,0.0,22.0,33.0,97.0,51.0,0.0,1.0,3060
1,25.0,267.0,122.0,73.0,100.0,102.0,165.0,29.0,28.0,5.0,3061
0,0.0,42.0,5.0,17.0,0.0,30.0,44.0,0.0,1.0,0.0,3062
0,0.0,248.0,96.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,3063
0,0.0,213.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3064
1,2.0,311.0,471.0,504.0,496.0,192.0,140.0,150.0,72.0,0.0,3065
0,31.0,122.0,77.0,58.0,30.0,0.0,57.0,116.0,23.0,0.0,3066
1,23.0,174.0,334.0,79.0,27.0,14.0,28.0,3.0,22.0,0.0,3067
1,46.0,229.0,221.0,123.0,48.0,42.0,158.0,102.0,15.0,0.0,3068
1,0.0,22.0,24.0,1.0,110.0,20.0,60.0,42.0,32.0,39.0,3069
1,27.0,150.0,439.0,222.0,73.0,105.0,69.0,70.0,37.0,0.0,3070
1,1.0,154.0,117.0,68.0,4.0,167.0,118.0,32.0,4.0,0.0,3071
1,39.0,98.0,67.0,16.0,78.0,130.0,1.0,31.0,0.0,0.0,3072
1,46.0,122.0,147.0,11.0,20.0,83.0,37.0,64.0,233.0,0.0,3073
0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3074
1,0.0,292.0,323.0,145.0,31.0,1.0,109.0,19.0,148.0,0.0,3075
1,22.0,9.0,19.0,3.0,0.0,0.0,14.0,54.0,0.0,0.0,3076
1,81.0,319.0,68.0,23.0,0.0,73.0,19.0,20.0,2.0,0.0,3077
1,81.0,100.0,74.0,19.0,99.0,34.0,43.0,55.0,10.0,3.0,3078
1,39.0,105.0,78.0,0.0,30.0,53.0,36.0,39.0,3.0,34.0,3079
1,17.0,89.0,48.0,51.0,31.0,0.0,70.0,11.0,1.0,0.0,3080
0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3081
1,18.0,47.0,56.0,6.0,23.0,24.0,32.0,23.0,1.0,0.0,3082
1,49.0,73.0,29.0,33.0,63.0,35.0,64.0,48.0,24.0,4.0,3083
1,46.0,181.0,225.0,152.0,34.0,63.0,89.0,95.0,38.0,7.0,3084
1,10.0,192.0,87.0,94.0,87.0,35.0,70.0,50.0,62.0,0.0,3085
1,0.0,0.0,48.0,0.0,0.0,0.0,24.0,49.0,26.0,4.0,3086
1,31.0,193.0,102.0,65.0,27.0,49.0,46.0,16.0,3.0,0.0,3087
0,14.0,109.0,19.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,3088
0,133.0,474.0,151.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3089
1,46.0,376.0,534.0,129.0,38.0,0.0,56.0,70.0,1.0,0.0,3090
1,62.0,100.0,113.0,45.0,33.0,23.0,29.0,85.0,21.0,0.0,3091
1,30.0,565.0,269.0,132.0,117.0,191.0,225.0,123.0,71.0,44.0,3092
1,22.0,63.0,97.0,23.0,66.0,35.0,68.0,45.0,4.0,2.0,3093
1,101.0,148.0,78.0,144.0,134.0,89.0,149.0,58.0,93.0,3.0,3094
1,0.0,16.0,57.0,0.0,70.0,46.0,0.0,21.0,38.0,0.0,3095
1,73.0,236.0,160.0,126.0,119.0,106.0,150.0,49.0,41.0,0.0,3096
1,34.0,174.0,114.0,50.0,60.0,33.0,100.0,34.0,25.0,0.0,3097
0,8.0,134.0,70.0,42.0,2.0,16.0,58.0,4.0,39.0,0.0,3098
0,0.0,306.0,211.0,77.0,83.0,97.0,26.0,9.0,0.0,0.0,3099
1,35.0,126.0,112.0,55.0,102.0,184.0,57.0,233.0,180.0,0.0,3100
0,111.0,200.0,90.0,21.0,13.0,2.0,0.0,0.0,0.0,0.0,3101
1,15.0,322.0,53.0,33.0,31.0,20.0,41.0,54.0,60.0,5.0,3102
1,57.0,207.0,175.0,248.0,176.0,219.0,192.0,254.0,230.0,0.0,3103
0,0.0,148.0,81.0,33.0,26.0,42.0,2.0,2.0,0.0,0.0,3104
1,0.0,12.0,26.0,33.0,15.0,26.0,18.0,67.0,5.0,0.0,3105
0,113.0,114.0,32.0,6.0,31.0,0.0,0.0,0.0,0.0,0.0,3106
1,88.0,175.0,180.0,83.0,240.0,259.0,75.0,130.0,16.0,6.0,3107
1,0.0,91.0,132.0,71.0,17.0,0.0,29.0,44.0,30.0,0.0,3108
0,9.0,420.0,132.0,6.0,56.0,33.0,51.0,88.0,16.0,8.0,3109
1,25.0,25.0,96.0,25.0,13.0,1.0,15.0,19.0,0.0,0.0,3110
1,48.0,133.0,104.0,74.0,208.0,208.0,233.0,142.0,267.0,0.0,3111
1,0.0,98.0,276.0,26.0,56.0,134.0,105.0,31.0,53.0,5.0,3112
1,0.0,101.0,2.0,0.0,63.0,0.0,76.0,0.0,20.0,0.0,3113
1,315.0,685.0,208.0,162.0,1336.0,888.0,507.0,139.0,430.0,58.0,3114
1,105.0,337.0,99.0,125.0,84.0,52.0,76.0,21.0,35.0,0.0,3115
1,0.0,30.0,14.0,0.0,3.0,3.0,4.0,63.0,0.0,1.0,3116
0,33.0,93.0,135.0,79.0,55.0,65.0,0.0,2.0,0.0,0.0,3117
1,142.0,104.0,82.0,240.0,185.0,323.0,342.0,26.0,133.0,9.0,3118
1,141.0,249.0,148.0,397.0,110.0,171.0,57.0,170.0,134.0,0.0,3119
1,25.0,142.0,102.0,19.0,45.0,40.0,19.0,42.0,9.0,0.0,3120
1,14.0,164.0,266.0,133.0,244.0,223.0,206.0,265.0,95.0,0.0,3121
1,55.0,353.0,294.0,55.0,21.0,0.0,24.0,48.0,11.0,0.0,3122
1,0.0,49.0,14.0,3.0,24.0,1.0,15.0,5.0,0.0,0.0,3123
1,0.0,92.0,130.0,90.0,72.0,58.0,44.0,55.0,28.0,0.0,3124
1,80.0,110.0,58.0,52.0,44.0,38.0,16.0,40.0,0.0,0.0,3125
1,49.0,301.0,218.0,253.0,304.0,83.0,160.0,116.0,397.0,0.0,3126
1,3.0,100.0,6.0,1.0,168.0,38.0,124.0,183.0,62.0,7.0,3127
0,7.0,87.0,104.0,32.0,19.0,31.0,0.0,30.0,1.0,0.0,3128
1,6.0,94.0,48.0,25.0,32.0,50.0,46.0,57.0,13.0,0.0,3129
1,12.0,41.0,57.0,19.0,32.0,41.0,115.0,179.0,33.0,0.0,3130
1,59.0,353.0,93.0,147.0,239.0,279.0,323.0,153.0,146.0,6.0,3131
0,6.0,126.0,32.0,36.0,13.0,18.0,6.0,20.0,1.0,0.0,3132
1,12.0,8.0,90.0,98.0,49.0,1.0,56.0,42.0,12.0,0.0,3133
1,84.0,483.0,330.0,103.0,378.0,545.0,340.0,318.0,159.0,11.0,3134
1,38.0,33.0,1.0,11.0,5.0,27.0,77.0,37.0,0.0,0.0,3135
