"final_result","T0","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T39","id1"
0,0.0,0.0,0.0,151.0,16.0,82.0,106.0,34.0,53.0,11.0,171.0,64.0,9.0,110.0,170.0,76.0,8.0,95.0,16.0,66.0,130.0,86.0,91.0,112.0,6.0,22.0,0.0,15.0,0.0,70.0,261.0,125.0,5.0,60.0,16.0,40.0,0.0,2.0,0.0,0.0,2779
1,80.0,34.0,61.0,32.0,203.0,38.0,91.0,110.0,44.0,40.0,169.0,54.0,17.0,9.0,10.0,34.0,13.0,198.0,127.0,36.0,31.0,214.0,12.0,107.0,147.0,63.0,15.0,121.0,68.0,49.0,154.0,59.0,121.0,62.0,219.0,8.0,0.0,0.0,0.0,0.0,2780
1,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,5.0,0.0,63.0,7.0,1.0,2.0,0.0,0.0,6.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2781
0,0.0,0.0,8.0,197.0,102.0,17.0,7.0,265.0,163.0,207.0,122.0,5.0,21.0,26.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2782
1,34.0,9.0,43.0,16.0,12.0,8.0,0.0,56.0,28.0,7.0,17.0,0.0,10.0,5.0,31.0,17.0,0.0,8.0,6.0,22.0,19.0,3.0,0.0,1.0,16.0,0.0,1.0,0.0,0.0,22.0,41.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2783
1,25.0,12.0,51.0,46.0,12.0,0.0,134.0,62.0,45.0,0.0,0.0,3.0,0.0,2.0,329.0,27.0,15.0,3.0,20.0,2.0,138.0,0.0,88.0,2.0,9.0,13.0,0.0,0.0,0.0,84.0,0.0,24.0,5.0,27.0,33.0,0.0,0.0,0.0,0.0,0.0,2784
1,0.0,0.0,0.0,18.0,44.0,24.0,0.0,25.0,3.0,4.0,39.0,8.0,2.0,16.0,34.0,0.0,3.0,10.0,2.0,3.0,39.0,4.0,9.0,12.0,33.0,5.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2785
0,26.0,90.0,182.0,7.0,5.0,0.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,9.0,0.0,7.0,15.0,0.0,11.0,0.0,0.0,17.0,5.0,12.0,2.0,21.0,27.0,9.0,26.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2786
1,124.0,15.0,14.0,4.0,9.0,52.0,12.0,104.0,91.0,146.0,17.0,2.0,16.0,69.0,114.0,38.0,45.0,35.0,111.0,37.0,129.0,8.0,0.0,1.0,103.0,146.0,4.0,40.0,27.0,54.0,0.0,36.0,71.0,32.0,194.0,0.0,0.0,0.0,0.0,0.0,2787
1,1.0,22.0,27.0,37.0,0.0,34.0,0.0,11.0,0.0,8.0,0.0,0.0,26.0,25.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,10.0,13.0,0.0,0.0,0.0,19.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2788
0,0.0,0.0,0.0,28.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789
1,9.0,33.0,29.0,42.0,23.0,37.0,5.0,7.0,0.0,9.0,3.0,0.0,26.0,0.0,1.0,10.0,4.0,16.0,10.0,18.0,3.0,32.0,3.0,34.0,0.0,0.0,8.0,7.0,52.0,0.0,8.0,0.0,17.0,33.0,4.0,2.0,22.0,0.0,0.0,0.0,2790
0,0.0,17.0,0.0,84.0,26.0,1.0,33.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2791
1,52.0,126.0,72.0,48.0,43.0,26.0,64.0,35.0,0.0,49.0,5.0,0.0,57.0,102.0,46.0,24.0,0.0,14.0,92.0,47.0,25.0,0.0,89.0,63.0,31.0,0.0,32.0,103.0,37.0,9.0,3.0,15.0,16.0,147.0,0.0,4.0,0.0,0.0,0.0,0.0,2792
1,6.0,41.0,30.0,83.0,45.0,0.0,10.0,9.0,18.0,8.0,0.0,0.0,8.0,20.0,4.0,7.0,2.0,5.0,15.0,0.0,15.0,25.0,0.0,18.0,0.0,1.0,14.0,25.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2793
1,19.0,51.0,39.0,12.0,15.0,23.0,80.0,22.0,11.0,0.0,33.0,5.0,20.0,11.0,46.0,7.0,0.0,16.0,87.0,95.0,32.0,33.0,12.0,31.0,30.0,70.0,16.0,50.0,49.0,32.0,4.0,0.0,13.0,31.0,41.0,5.0,0.0,1.0,0.0,0.0,2794
0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2795
1,109.0,33.0,24.0,14.0,32.0,21.0,76.0,46.0,0.0,37.0,0.0,0.0,11.0,8.0,60.0,75.0,74.0,147.0,74.0,66.0,76.0,67.0,82.0,32.0,0.0,91.0,18.0,45.0,34.0,5.0,3.0,19.0,70.0,219.0,78.0,4.0,0.0,11.0,0.0,0.0,2796
0,3.0,23.0,0.0,46.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2797
1,21.0,0.0,5.0,1.0,39.0,13.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,92.0,0.0,10.0,0.0,6.0,12.0,113.0,0.0,0.0,0.0,0.0,0.0,5.0,111.0,0.0,30.0,3.0,22.0,18.0,5.0,3.0,3.0,0.0,0.0,2798
0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2799
1,71.0,363.0,43.0,50.0,53.0,69.0,1.0,13.0,106.0,15.0,0.0,9.0,18.0,30.0,42.0,88.0,2.0,1.0,15.0,102.0,8.0,0.0,0.0,0.0,48.0,25.0,0.0,1.0,0.0,23.0,22.0,30.0,0.0,53.0,17.0,70.0,0.0,0.0,0.0,0.0,2800
1,31.0,0.0,36.0,45.0,46.0,33.0,78.0,35.0,0.0,0.0,14.0,36.0,0.0,32.0,0.0,0.0,7.0,30.0,30.0,28.0,0.0,0.0,52.0,37.0,18.0,0.0,93.0,3.0,0.0,82.0,54.0,12.0,35.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,2801
1,0.0,0.0,21.0,9.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,0.0,0.0,0.0,30.0,32.0,11.0,0.0,0.0,52.0,60.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,2802
1,18.0,15.0,15.0,0.0,8.0,28.0,20.0,56.0,25.0,4.0,50.0,0.0,0.0,0.0,24.0,32.0,82.0,19.0,37.0,0.0,12.0,9.0,57.0,18.0,17.0,60.0,1.0,16.0,84.0,135.0,5.0,0.0,18.0,0.0,109.0,0.0,0.0,1.0,0.0,0.0,2803
1,31.0,13.0,38.0,39.0,16.0,89.0,19.0,46.0,12.0,0.0,1.0,0.0,17.0,35.0,71.0,0.0,1.0,15.0,18.0,19.0,34.0,0.0,0.0,33.0,52.0,1.0,0.0,8.0,0.0,67.0,20.0,9.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,10.0,2804
0,0.0,56.0,4.0,0.0,70.0,12.0,40.0,30.0,21.0,0.0,11.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2805
1,0.0,61.0,0.0,0.0,31.0,62.0,25.0,0.0,19.0,20.0,7.0,0.0,48.0,0.0,1.0,0.0,15.0,32.0,8.0,0.0,0.0,6.0,36.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2806
1,0.0,16.0,72.0,51.0,8.0,31.0,14.0,0.0,65.0,27.0,9.0,0.0,12.0,62.0,0.0,7.0,58.0,46.0,47.0,49.0,7.0,11.0,21.0,25.0,46.0,0.0,31.0,0.0,0.0,76.0,0.0,0.0,9.0,21.0,67.0,2.0,2.0,0.0,0.0,0.0,2807
1,0.0,0.0,0.0,33.0,8.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,2808
1,40.0,32.0,43.0,34.0,61.0,13.0,4.0,50.0,96.0,0.0,2.0,31.0,61.0,145.0,40.0,0.0,1.0,33.0,78.0,0.0,0.0,5.0,81.0,121.0,0.0,25.0,0.0,69.0,4.0,0.0,0.0,15.0,4.0,28.0,13.0,0.0,0.0,0.0,0.0,0.0,2809
1,18.0,56.0,75.0,50.0,13.0,98.0,27.0,12.0,74.0,94.0,30.0,1.0,2.0,27.0,32.0,2.0,30.0,36.0,665.0,71.0,162.0,70.0,48.0,65.0,70.0,99.0,10.0,35.0,52.0,59.0,96.0,83.0,181.0,214.0,244.0,0.0,0.0,0.0,0.0,0.0,2810
1,15.0,0.0,62.0,31.0,12.0,0.0,7.0,48.0,2.0,0.0,1.0,1.0,71.0,5.0,26.0,0.0,21.0,10.0,3.0,0.0,0.0,0.0,29.0,4.0,0.0,19.0,0.0,9.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2811
0,8.0,50.0,58.0,9.0,17.0,5.0,2.0,39.0,6.0,13.0,5.0,4.0,15.0,0.0,5.0,11.0,2.0,19.0,2.0,11.0,0.0,0.0,20.0,0.0,18.0,4.0,11.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2812
1,0.0,0.0,5.0,16.0,4.0,19.0,1.0,2.0,5.0,1.0,18.0,1.0,0.0,2.0,4.0,1.0,18.0,3.0,4.0,2.0,6.0,2.0,17.0,12.0,3.0,3.0,17.0,1.0,2.0,13.0,20.0,2.0,18.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,2813
0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2814
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,72.0,18.0,6.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2815
0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2816
1,33.0,36.0,4.0,5.0,5.0,26.0,5.0,10.0,0.0,20.0,5.0,36.0,14.0,0.0,0.0,4.0,7.0,24.0,2.0,7.0,5.0,5.0,17.0,14.0,0.0,3.0,1.0,0.0,43.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2817
1,0.0,10.0,72.0,22.0,7.0,0.0,87.0,0.0,0.0,6.0,27.0,0.0,64.0,2.0,5.0,0.0,0.0,3.0,28.0,6.0,0.0,0.0,0.0,16.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,21.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2818
0,12.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2819
1,0.0,7.0,0.0,13.0,0.0,0.0,30.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,30.0,3.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2820
1,24.0,0.0,15.0,30.0,2.0,0.0,0.0,51.0,20.0,0.0,9.0,33.0,0.0,6.0,30.0,5.0,0.0,0.0,17.0,13.0,4.0,18.0,0.0,0.0,30.0,3.0,30.0,0.0,0.0,0.0,38.0,3.0,0.0,0.0,0.0,37.0,1.0,0.0,1.0,0.0,2821
0,29.0,19.0,21.0,5.0,0.0,0.0,3.0,87.0,5.0,11.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2822
0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2823
0,36.0,1.0,58.0,0.0,48.0,28.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2824
1,14.0,5.0,4.0,10.0,0.0,48.0,11.0,4.0,22.0,2.0,39.0,3.0,8.0,2.0,6.0,32.0,13.0,1.0,4.0,1.0,27.0,3.0,0.0,0.0,4.0,42.0,2.0,0.0,2.0,25.0,3.0,15.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2825
0,0.0,20.0,13.0,45.0,11.0,1.0,11.0,30.0,3.0,4.0,0.0,4.0,14.0,33.0,2.0,1.0,25.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2826
1,30.0,38.0,7.0,0.0,4.0,5.0,33.0,0.0,10.0,0.0,0.0,4.0,19.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,28.0,0.0,5.0,0.0,13.0,0.0,27.0,6.0,7.0,0.0,22.0,17.0,15.0,35.0,0.0,0.0,0.0,0.0,2827
0,24.0,89.0,15.0,11.0,12.0,77.0,44.0,66.0,6.0,34.0,2.0,21.0,0.0,43.0,0.0,20.0,25.0,1.0,5.0,4.0,35.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2828
0,14.0,11.0,21.0,32.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2829
1,122.0,26.0,11.0,24.0,38.0,44.0,15.0,35.0,53.0,13.0,29.0,23.0,0.0,5.0,79.0,62.0,8.0,20.0,11.0,91.0,46.0,50.0,0.0,8.0,31.0,49.0,21.0,33.0,7.0,2.0,15.0,10.0,37.0,19.0,10.0,46.0,35.0,20.0,0.0,6.0,2830
1,574.0,604.0,681.0,320.0,420.0,695.0,570.0,530.0,597.0,407.0,299.0,255.0,42.0,101.0,313.0,246.0,210.0,152.0,195.0,151.0,155.0,207.0,222.0,241.0,279.0,202.0,133.0,131.0,166.0,129.0,321.0,284.0,260.0,228.0,306.0,533.0,129.0,76.0,39.0,18.0,2831
1,12.0,101.0,15.0,38.0,83.0,129.0,107.0,57.0,4.0,32.0,0.0,5.0,13.0,17.0,4.0,16.0,37.0,19.0,18.0,56.0,46.0,75.0,31.0,2.0,0.0,0.0,72.0,11.0,103.0,59.0,86.0,92.0,18.0,41.0,38.0,0.0,0.0,1.0,0.0,0.0,2832
0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2833
1,0.0,1.0,21.0,1.0,0.0,0.0,22.0,6.0,13.0,0.0,0.0,0.0,73.0,3.0,0.0,1.0,0.0,16.0,1.0,0.0,0.0,0.0,19.0,18.0,1.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2834
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2835
0,3.0,4.0,7.0,198.0,336.0,181.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2836
1,94.0,226.0,176.0,121.0,78.0,108.0,129.0,60.0,57.0,228.0,71.0,59.0,4.0,29.0,58.0,32.0,13.0,17.0,24.0,56.0,29.0,41.0,29.0,36.0,122.0,142.0,110.0,22.0,11.0,93.0,45.0,109.0,171.0,81.0,144.0,162.0,117.0,27.0,3.0,0.0,2837
1,0.0,103.0,29.0,55.0,10.0,19.0,25.0,10.0,21.0,0.0,0.0,24.0,15.0,93.0,0.0,42.0,5.0,58.0,94.0,28.0,45.0,68.0,115.0,18.0,23.0,0.0,30.0,66.0,46.0,70.0,0.0,66.0,107.0,41.0,23.0,0.0,0.0,0.0,0.0,0.0,2838
1,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,125.0,14.0,0.0,0.0,0.0,12.0,0.0,6.0,1.0,5.0,1.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,2839
1,95.0,50.0,41.0,44.0,51.0,29.0,20.0,9.0,48.0,10.0,10.0,0.0,0.0,0.0,39.0,6.0,0.0,1.0,0.0,18.0,10.0,0.0,0.0,1.0,32.0,0.0,0.0,2.0,0.0,0.0,24.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2840
0,1.0,14.0,7.0,8.0,0.0,0.0,10.0,60.0,0.0,13.0,25.0,11.0,7.0,144.0,16.0,9.0,0.0,93.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2841
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,31.0,2.0,0.0,0.0,0.0,19.0,0.0,9.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2842
1,19.0,32.0,26.0,2.0,0.0,0.0,0.0,0.0,56.0,37.0,5.0,0.0,0.0,2.0,0.0,0.0,38.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2843
1,0.0,49.0,0.0,62.0,40.0,8.0,3.0,0.0,93.0,64.0,28.0,8.0,0.0,7.0,4.0,46.0,269.0,22.0,31.0,27.0,26.0,77.0,25.0,36.0,4.0,80.0,62.0,9.0,30.0,19.0,4.0,3.0,11.0,18.0,53.0,7.0,5.0,0.0,0.0,0.0,2844
1,4.0,5.0,0.0,1.0,1.0,0.0,0.0,19.0,6.0,1.0,0.0,0.0,32.0,3.0,12.0,1.0,49.0,1.0,1.0,0.0,23.0,1.0,6.0,3.0,0.0,0.0,0.0,16.0,1.0,1.0,4.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2845
1,525.0,437.0,337.0,335.0,395.0,131.0,137.0,54.0,36.0,39.0,46.0,34.0,29.0,36.0,259.0,112.0,54.0,80.0,33.0,108.0,47.0,19.0,18.0,13.0,184.0,40.0,57.0,21.0,101.0,39.0,134.0,84.0,90.0,86.0,12.0,94.0,96.0,17.0,1.0,0.0,2846
0,79.0,0.0,6.0,12.0,0.0,0.0,21.0,0.0,0.0,0.0,46.0,0.0,0.0,2.0,63.0,2.0,5.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2847
1,122.0,75.0,43.0,62.0,141.0,102.0,38.0,62.0,118.0,63.0,59.0,37.0,27.0,22.0,63.0,31.0,42.0,20.0,40.0,36.0,44.0,28.0,26.0,62.0,44.0,20.0,0.0,0.0,34.0,30.0,7.0,17.0,90.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,2848
0,0.0,7.0,26.0,0.0,5.0,1.0,3.0,17.0,0.0,5.0,0.0,0.0,16.0,0.0,4.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,31.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2849
1,30.0,58.0,87.0,71.0,63.0,57.0,75.0,123.0,117.0,79.0,39.0,38.0,55.0,46.0,29.0,12.0,20.0,11.0,19.0,0.0,10.0,30.0,50.0,46.0,32.0,71.0,40.0,41.0,67.0,5.0,9.0,10.0,32.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,2850
1,23.0,0.0,54.0,3.0,84.0,111.0,0.0,18.0,46.0,21.0,15.0,64.0,46.0,45.0,11.0,0.0,33.0,24.0,8.0,35.0,133.0,60.0,84.0,30.0,78.0,121.0,39.0,41.0,22.0,42.0,9.0,89.0,176.0,33.0,9.0,0.0,0.0,0.0,0.0,0.0,2851
0,15.0,5.0,3.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2852
1,0.0,3.0,0.0,153.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,22.0,37.0,0.0,17.0,0.0,23.0,64.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2853
0,52.0,62.0,56.0,41.0,35.0,25.0,19.0,16.0,17.0,6.0,19.0,14.0,3.0,7.0,3.0,3.0,14.0,16.0,8.0,11.0,2.0,6.0,2.0,4.0,38.0,6.0,0.0,1.0,9.0,6.0,33.0,5.0,0.0,5.0,7.0,6.0,11.0,3.0,3.0,1.0,2854
1,297.0,38.0,17.0,59.0,35.0,126.0,42.0,34.0,122.0,119.0,22.0,28.0,152.0,60.0,56.0,68.0,26.0,110.0,25.0,170.0,176.0,122.0,21.0,86.0,139.0,92.0,124.0,143.0,68.0,238.0,6.0,58.0,5.0,8.0,242.0,3.0,0.0,10.0,0.0,0.0,2855
0,0.0,0.0,83.0,14.0,21.0,13.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2856
1,0.0,114.0,11.0,74.0,8.0,23.0,122.0,57.0,28.0,0.0,7.0,4.0,130.0,77.0,59.0,58.0,29.0,49.0,117.0,12.0,17.0,3.0,44.0,46.0,5.0,13.0,5.0,8.0,43.0,4.0,19.0,159.0,8.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,2857
1,0.0,99.0,54.0,0.0,15.0,60.0,21.0,5.0,53.0,7.0,21.0,11.0,0.0,16.0,21.0,0.0,3.0,11.0,10.0,29.0,16.0,15.0,19.0,13.0,32.0,22.0,6.0,1.0,3.0,0.0,48.0,7.0,67.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,2858
0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2859
0,16.0,45.0,64.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2860
1,13.0,10.0,41.0,5.0,4.0,13.0,22.0,12.0,65.0,0.0,0.0,0.0,39.0,1.0,2.0,0.0,11.0,31.0,1.0,0.0,0.0,0.0,23.0,1.0,23.0,0.0,0.0,0.0,45.0,9.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861
1,56.0,90.0,86.0,112.0,40.0,49.0,88.0,62.0,76.0,59.0,19.0,10.0,0.0,23.0,167.0,73.0,50.0,6.0,30.0,90.0,23.0,5.0,48.0,35.0,134.0,24.0,35.0,6.0,11.0,67.0,70.0,4.0,77.0,16.0,35.0,45.0,0.0,0.0,10.0,0.0,2862
