,TimePeriod,Act1,Act2,Act3,Act4,Act5,Act6,Act7,Act8,Act9,Act10,Act11,Act12,id1,final_result
28716,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2871.0],[0.0]
28717,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2871.0],[0.0]
28718,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2871.0],[0.0]
28719,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2871.0],[0.0]
28720,T0,40.0,2.0,11.0,26.0,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,[2872.0],[1.0]
28721,T1,50.0,10.0,14.0,53.0,15.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,[2872.0],[1.0]
28722,T2,24.0,0.0,11.0,54.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,[2872.0],[1.0]
28723,T3,8.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2872.0],[1.0]
28724,T4,14.0,0.0,12.0,39.0,17.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,[2872.0],[1.0]
28725,T5,16.0,10.0,18.0,58.0,13.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,[2872.0],[1.0]
28726,T6,9.0,4.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2872.0],[1.0]
28727,T7,46.0,0.0,14.0,71.0,16.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,[2872.0],[1.0]
28728,T8,3.0,0.0,1.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,[2872.0],[1.0]
28729,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2872.0],[1.0]
28730,T0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2873.0],[1.0]
28731,T1,0.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2873.0],[1.0]
28732,T2,0.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2873.0],[1.0]
28733,T3,1.0,4.0,1.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2873.0],[1.0]
28734,T4,0.0,4.0,3.0,5.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,[2873.0],[1.0]
28735,T5,0.0,13.0,2.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2873.0],[1.0]
28736,T6,0.0,8.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2873.0],[1.0]
28737,T7,0.0,11.0,3.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,[2873.0],[1.0]
28738,T8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2873.0],[1.0]
28739,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2873.0],[1.0]
28740,T0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2874.0],[0.0]
28741,T1,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,[2874.0],[0.0]
28742,T2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2874.0],[0.0]
28743,T3,3.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2874.0],[0.0]
28744,T4,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2874.0],[0.0]
28745,T5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2874.0],[0.0]
28746,T6,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,[2874.0],[0.0]
28747,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2874.0],[0.0]
28748,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2874.0],[0.0]
28749,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2874.0],[0.0]
28750,T0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2875.0],[1.0]
28751,T1,19.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2875.0],[1.0]
28752,T2,0.0,0.0,6.0,13.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,[2875.0],[1.0]
28753,T3,11.0,0.0,13.0,15.0,17.0,16.0,3.0,1.0,0.0,0.0,0.0,0.0,[2875.0],[1.0]
28754,T4,0.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2875.0],[1.0]
28755,T5,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2875.0],[1.0]
28756,T6,0.0,3.0,3.0,9.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,[2875.0],[1.0]
28757,T7,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2875.0],[1.0]
28758,T8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2875.0],[1.0]
28759,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2875.0],[1.0]
28760,T0,0.0,0.0,3.0,8.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,[2876.0],[1.0]
28761,T1,39.0,0.0,3.0,27.0,18.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,[2876.0],[1.0]
28762,T2,39.0,0.0,0.0,31.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,[2876.0],[1.0]
28763,T3,8.0,2.0,4.0,23.0,25.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,[2876.0],[1.0]
28764,T4,21.0,1.0,10.0,41.0,14.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,[2876.0],[1.0]
28765,T5,3.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,[2876.0],[1.0]
28766,T6,21.0,9.0,1.0,24.0,24.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,[2876.0],[1.0]
28767,T7,11.0,0.0,11.0,17.0,1.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,[2876.0],[1.0]
28768,T8,18.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2876.0],[1.0]
28769,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2876.0],[1.0]
28770,T0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2877.0],[0.0]
28771,T1,1.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,[2877.0],[0.0]
28772,T2,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,[2877.0],[0.0]
28773,T3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2877.0],[0.0]
28774,T4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2877.0],[0.0]
28775,T5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2877.0],[0.0]
28776,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2877.0],[0.0]
28777,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2877.0],[0.0]
28778,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2877.0],[0.0]
28779,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2877.0],[0.0]
28780,T0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2878.0],[1.0]
28781,T1,5.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,[2878.0],[1.0]
28782,T2,54.0,9.0,8.0,24.0,21.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,[2878.0],[1.0]
28783,T3,21.0,1.0,3.0,18.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,[2878.0],[1.0]
28784,T4,40.0,6.0,2.0,29.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,[2878.0],[1.0]
28785,T5,43.0,1.0,3.0,21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,[2878.0],[1.0]
28786,T6,30.0,11.0,2.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,[2878.0],[1.0]
28787,T7,33.0,7.0,6.0,29.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,[2878.0],[1.0]
28788,T8,21.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2878.0],[1.0]
28789,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2878.0],[1.0]
28790,T0,9.0,0.0,8.0,10.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,[2879.0],[1.0]
28791,T1,65.0,0.0,1.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,[2879.0],[1.0]
28792,T2,125.0,4.0,1.0,38.0,12.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,[2879.0],[1.0]
28793,T3,41.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2879.0],[1.0]
28794,T4,40.0,0.0,0.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,[2879.0],[1.0]
28795,T5,55.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2879.0],[1.0]
28796,T6,80.0,17.0,7.0,16.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,[2879.0],[1.0]
28797,T7,125.0,7.0,10.0,31.0,13.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,[2879.0],[1.0]
28798,T8,32.0,0.0,2.0,10.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,[2879.0],[1.0]
28799,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2879.0],[1.0]
28800,T0,2.0,0.0,4.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,[2880.0],[0.0]
28801,T1,182.0,0.0,2.0,123.0,21.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,[2880.0],[0.0]
28802,T2,197.0,0.0,1.0,76.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,[2880.0],[0.0]
28803,T3,73.0,0.0,3.0,19.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,[2880.0],[0.0]
28804,T4,25.0,0.0,2.0,22.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2880.0],[0.0]
28805,T5,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2880.0],[0.0]
28806,T6,0.0,0.0,0.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2880.0],[0.0]
28807,T7,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2880.0],[0.0]
28808,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2880.0],[0.0]
28809,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2880.0],[0.0]
28810,T0,1.0,1.0,8.0,15.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,[2881.0],[1.0]
28811,T1,121.0,14.0,82.0,86.0,26.0,15.0,20.0,1.0,0.0,0.0,0.0,0.0,[2881.0],[1.0]
28812,T2,25.0,0.0,19.0,37.0,25.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,[2881.0],[1.0]
28813,T3,25.0,21.0,20.0,34.0,14.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,[2881.0],[1.0]
28814,T4,27.0,1.0,24.0,31.0,24.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,[2881.0],[1.0]
28815,T5,10.0,2.0,7.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2881.0],[1.0]
28816,T6,5.0,16.0,18.0,16.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,[2881.0],[1.0]
28817,T7,13.0,0.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2881.0],[1.0]
28818,T8,12.0,0.0,10.0,14.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,[2881.0],[1.0]
28819,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2881.0],[1.0]
28820,T0,14.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2882.0],[1.0]
28821,T1,97.0,2.0,3.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,[2882.0],[1.0]
28822,T2,5.0,0.0,0.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2882.0],[1.0]
28823,T3,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2882.0],[1.0]
28824,T4,3.0,0.0,1.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,[2882.0],[1.0]
28825,T5,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2882.0],[1.0]
28826,T6,0.0,8.0,4.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2882.0],[1.0]
28827,T7,0.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2882.0],[1.0]
28828,T8,22.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,[2882.0],[1.0]
28829,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2882.0],[1.0]
28830,T0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2883.0],[0.0]
28831,T1,7.0,4.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,[2883.0],[0.0]
28832,T2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2883.0],[0.0]
28833,T3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2883.0],[0.0]
28834,T4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2883.0],[0.0]
28835,T5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2883.0],[0.0]
28836,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2883.0],[0.0]
28837,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2883.0],[0.0]
28838,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2883.0],[0.0]
28839,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2883.0],[0.0]
28840,T0,34.0,5.0,22.0,27.0,2.0,21.0,7.0,0.0,0.0,0.0,3.0,0.0,[2884.0],[1.0]
28841,T1,94.0,18.0,35.0,62.0,6.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,[2884.0],[1.0]
28842,T2,72.0,0.0,10.0,46.0,24.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,[2884.0],[1.0]
28843,T3,37.0,4.0,13.0,43.0,22.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,[2884.0],[1.0]
28844,T4,39.0,0.0,5.0,21.0,13.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,[2884.0],[1.0]
28845,T5,11.0,3.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,[2884.0],[1.0]
28846,T6,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2884.0],[1.0]
28847,T7,22.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[2884.0],[1.0]
28848,T8,33.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2884.0],[1.0]
28849,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2884.0],[1.0]
28850,T0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2885.0],[0.0]
28851,T1,0.0,0.0,6.0,12.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,[2885.0],[0.0]
28852,T2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2885.0],[0.0]
28853,T3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2885.0],[0.0]
28854,T4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2885.0],[0.0]
28855,T5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2885.0],[0.0]
28856,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2885.0],[0.0]
28857,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2885.0],[0.0]
28858,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2885.0],[0.0]
28859,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2885.0],[0.0]
28860,T0,0.0,0.0,1.0,7.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,[2886.0],[1.0]
28861,T1,41.0,0.0,0.0,29.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,[2886.0],[1.0]
28862,T2,9.0,4.0,4.0,13.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,[2886.0],[1.0]
28863,T3,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,[2886.0],[1.0]
28864,T4,22.0,0.0,0.0,13.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,[2886.0],[1.0]
28865,T5,0.0,4.0,1.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2886.0],[1.0]
28866,T6,8.0,0.0,4.0,12.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,[2886.0],[1.0]
28867,T7,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2886.0],[1.0]
28868,T8,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2886.0],[1.0]
28869,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2886.0],[1.0]
28870,T0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2887.0],[1.0]
28871,T1,16.0,6.0,23.0,15.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,[2887.0],[1.0]
28872,T2,9.0,0.0,20.0,14.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,[2887.0],[1.0]
28873,T3,8.0,5.0,50.0,18.0,24.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,[2887.0],[1.0]
28874,T4,1.0,0.0,1.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2887.0],[1.0]
28875,T5,0.0,5.0,13.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,[2887.0],[1.0]
28876,T6,1.0,1.0,8.0,9.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,[2887.0],[1.0]
28877,T7,0.0,11.0,5.0,8.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,[2887.0],[1.0]
28878,T8,0.0,0.0,4.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,[2887.0],[1.0]
28879,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2887.0],[1.0]
28880,T0,9.0,2.0,13.0,37.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,[2888.0],[1.0]
28881,T1,21.0,9.0,25.0,42.0,0.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,[2888.0],[1.0]
28882,T2,33.0,0.0,13.0,56.0,24.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,[2888.0],[1.0]
28883,T3,139.0,2.0,32.0,56.0,15.0,60.0,3.0,1.0,0.0,0.0,0.0,0.0,[2888.0],[1.0]
28884,T4,88.0,0.0,10.0,19.0,15.0,33.0,4.0,0.0,0.0,0.0,0.0,0.0,[2888.0],[1.0]
28885,T5,78.0,3.0,1.0,23.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,[2888.0],[1.0]
28886,T6,3.0,20.0,1.0,20.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,[2888.0],[1.0]
28887,T7,22.0,0.0,11.0,30.0,12.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,[2888.0],[1.0]
28888,T8,21.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2888.0],[1.0]
28889,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2888.0],[1.0]
28890,T0,153.0,3.0,14.0,32.0,1.0,5.0,4.0,0.0,0.0,0.0,10.0,0.0,[2889.0],[1.0]
28891,T1,379.0,19.0,18.0,144.0,1.0,3.0,11.0,0.0,0.0,0.0,1.0,0.0,[2889.0],[1.0]
28892,T2,211.0,0.0,4.0,116.0,27.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,[2889.0],[1.0]
28893,T3,147.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2889.0],[1.0]
28894,T4,123.0,0.0,0.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2889.0],[1.0]
28895,T5,21.0,9.0,3.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2889.0],[1.0]
28896,T6,28.0,10.0,4.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,[2889.0],[1.0]
28897,T7,33.0,0.0,7.0,20.0,13.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,[2889.0],[1.0]
28898,T8,16.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2889.0],[1.0]
28899,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2889.0],[1.0]
28900,T0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,[2890.0],[1.0]
28901,T1,12.0,7.0,41.0,38.0,15.0,38.0,24.0,0.0,0.0,0.0,1.0,0.0,[2890.0],[1.0]
28902,T2,3.0,2.0,38.0,20.0,8.0,26.0,15.0,0.0,0.0,0.0,1.0,0.0,[2890.0],[1.0]
28903,T3,21.0,1.0,19.0,20.0,26.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,[2890.0],[1.0]
28904,T4,7.0,0.0,4.0,17.0,24.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,[2890.0],[1.0]
28905,T5,1.0,11.0,12.0,24.0,20.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,[2890.0],[1.0]
28906,T6,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,[2890.0],[1.0]
28907,T7,0.0,2.0,7.0,18.0,18.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,[2890.0],[1.0]
28908,T8,0.0,0.0,4.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,[2890.0],[1.0]
28909,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2890.0],[1.0]
28910,T0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2891.0],[1.0]
28911,T1,268.0,4.0,35.0,87.0,1.0,19.0,14.0,3.0,0.0,0.0,3.0,0.0,[2891.0],[1.0]
28912,T2,139.0,20.0,18.0,48.0,16.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,[2891.0],[1.0]
28913,T3,44.0,8.0,0.0,15.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,[2891.0],[1.0]
28914,T4,117.0,5.0,1.0,45.0,19.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,[2891.0],[1.0]
28915,T5,72.0,54.0,7.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2891.0],[1.0]
28916,T6,51.0,0.0,4.0,13.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,[2891.0],[1.0]
28917,T7,154.0,0.0,12.0,67.0,12.0,28.0,8.0,0.0,0.0,0.0,0.0,0.0,[2891.0],[1.0]
28918,T8,186.0,0.0,3.0,59.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,[2891.0],[1.0]
28919,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2891.0],[1.0]
28920,T0,51.0,15.0,19.0,61.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,1.0,[2892.0],[1.0]
28921,T1,247.0,3.0,12.0,96.0,13.0,8.0,7.0,0.0,0.0,0.0,0.0,1.0,[2892.0],[1.0]
28922,T2,258.0,0.0,0.0,77.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,[2892.0],[1.0]
28923,T3,199.0,0.0,15.0,54.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,[2892.0],[1.0]
28924,T4,210.0,0.0,0.0,54.0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,[2892.0],[1.0]
28925,T5,185.0,30.0,7.0,48.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,[2892.0],[1.0]
28926,T6,164.0,4.0,7.0,60.0,26.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,[2892.0],[1.0]
